Gonzalez, Scarlett  ID=149189      1st Period Teacher=Abernathy S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
2,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
3,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
4,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A


Martin, Jackson  ID=184794      1st Period Teacher=Kingsley O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
2,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
3,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
4,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A


Robinson, Samuel  ID=159635      1st Period Teacher=Kingsley O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
2,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
3,  [Being a Chiropractor],  Vance J,  Presenter 35, 3rd
4,  [The Entertainment Business],  Sinclair J,  Presenter 30, 4th


Lewis, Jackson  ID=107332      1st Period Teacher=Kingsley O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A
2,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
3,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
4,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, 5th


Torres, Emma  ID=131730      1st Period Teacher=Kingsley O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, 1st
2,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
3,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, 6th
4,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A


Harris, Nora  ID=171639      1st Period Teacher=Kingsley O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, 3rd
2,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A
3,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
4,  [The Entertainment Business],  Sinclair J,  Presenter 30, 1st


Smith, Owen  ID=174310      1st Period Teacher=Kingsley O
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
2,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
3,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, 6th
4,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A


Gonzalez, Logan  ID=129172      1st Period Teacher=Langley G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
2,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, 1st
3,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
4,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A


Jones, Carter  ID=131383      1st Period Teacher=Langley G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
2,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, 2nd
3,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
4,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A


Allen, Wyatt  ID=143195      1st Period Teacher=Langley G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
2,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A
3,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, 5th
4,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A


Flores, Carter  ID=178670      1st Period Teacher=Langley G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
2,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
3,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A
4,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A


Carter, Ava  ID=189062      1st Period Teacher=Langley G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
2,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
3,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
4,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A


Jackson, Harper  ID=179508      1st Period Teacher=Langley G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
2,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, N/A
3,  [(CANCELLED) A career in educational administration],  Ravenscroft S,  Presenter 25, N/A
4,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A


Garcia, Jack  ID=165540      1st Period Teacher=Langley G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
2,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
3,  [Why You need a resume],  Greystone M,  Presenter 2, N/A
4,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, 6th


Wright, Samuel  ID=178692      1st Period Teacher=Langley G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
2,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
3,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
4,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A


Lewis, Samuel  ID=126309      1st Period Teacher=Langley G
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
2,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
3,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
4,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A


Walker, Carter  ID=113465      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, 1st
2,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
3,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
4,  [A career in medicine],  Kingsley D,  Presenter 36, N/A


Anderson, Nora  ID=155844      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, 4th
2,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
3,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
4,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, 6th


Clark, Lily  ID=124658      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
2,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
3,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
4,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A


Scott, Mia  ID=193566      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
2,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
3,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
4,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A


Jackson, Benjamin  ID=149667      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why You need a resume],  Greystone M,  Presenter 2, 5th
2,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, 6th
3,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
4,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A


Lewis, Luna  ID=180796      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
2,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
3,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
4,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A


Mitchell, Grace  ID=113033      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
2,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
3,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
4,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A


Thomas, Layla  ID=106367      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why You need a resume],  Greystone M,  Presenter 2, 3rd
2,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, 2nd
3,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
4,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, 1st


Harris, Jackson  ID=144830      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
2,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
3,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
4,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A


Hernandez, Mateo  ID=154245      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, N/A
2,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, 1st
3,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, 2nd
4,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A


Ramirez, William  ID=125993      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
2,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
3,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
4,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A


Scott, Wyatt  ID=115902      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
2,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, 1st
3,  [Nursing-the Most Versatile and Rewarding Career],  Quincy B,  Presenter 9, 4th
4,  [The Role of Local Government in Everyday Living],  Kingsley O,  Presenter 3, N/A


Campbell, Mila  ID=123895      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
2,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
3,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
4,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A


Williams, Jack  ID=195150      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A
2,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
3,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
4,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A


Carter, Levi  ID=114335      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
2,  [Why You need a resume],  Greystone M,  Presenter 2, 6th
3,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
4,  [A career in medicine],  Kingsley D,  Presenter 36, N/A


Baker, Scarlett  ID=101943      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
2,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
3,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
4,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A


Thompson, Chloe  ID=158853      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
2,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, 5th
3,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A
4,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A


Nelson, Mateo  ID=142363      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
2,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
3,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
4,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A


Anderson, Aiden  ID=170057      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, 2nd
2,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, N/A
3,  [Being a Chiropractor],  Vance J,  Presenter 35, N/A
4,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A


Lee, Scarlett  ID=160162      1st Period Teacher=Marlowe B
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career in Government],  Ormsby M,  Presenter 16, N/A
2,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, 7th
3,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
4,  [Being a Pilot],  Galloway J,  Presenter 31, N/A


Sanchez, Isabella  ID=194578      1st Period Teacher=Marlowe S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
2,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A
3,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
4,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A


Gonzalez, Camila  ID=158741      1st Period Teacher=Marlowe S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
2,  [Why You need a resume],  Greystone M,  Presenter 2, 5th
3,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A
4,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, N/A


Clark, Gianna  ID=194866      1st Period Teacher=Marlowe S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A
2,  [Cybersecurity and hacking],  Whitmore H,  Presenter 41, N/A
3,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
4,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, 7th


Moore, Isabella  ID=182947      1st Period Teacher=Marlowe S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, 1st
2,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
3,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
4,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, 4th


Campbell, Alexander  ID=132232      1st Period Teacher=Marlowe S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G,  Presenter 28, N/A
2,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
3,  [Career in Government],  Ormsby M,  Presenter 16, N/A
4,  [Career in the Legal Profession],  Fitzwilliam E,  Presenter 12, N/A


Wilson, Scarlett  ID=144082      1st Period Teacher=Marlowe S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, 1st
2,  [Career in Government],  Ormsby M,  Presenter 16, N/A
3,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
4,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, N/A


Adams, Chloe  ID=157182      1st Period Teacher=Marlowe S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
2,  [School Board Member/SLP],  Fairfax O,  Presenter 21, 5th
3,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
4,  [Practicing Now to Be an Author Later],  Rutherford E,  Presenter 34, N/A


Flores, Lucas  ID=133573      1st Period Teacher=Marlowe S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
2,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, 5th
3,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
4,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, 7th


Rodriguez, Olivia  ID=108349      1st Period Teacher=Marlowe S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why You need a resume],  Greystone M,  Presenter 2, N/A
2,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
3,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, N/A
4,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A


Jackson, Levi  ID=108542      1st Period Teacher=Marlowe S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [School Board Member/SLP],  Fairfax O,  Presenter 21, N/A
2,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
3,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
4,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, 4th


Smith, Henry  ID=105459      1st Period Teacher=Marlowe S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, N/A
2,  [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L,  Presenter 13, 2nd
3,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
4,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A


Harris, Sophia  ID=167089      1st Period Teacher=Marlowe S
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, 2nd
2,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
3,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A
4,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A


Lee, Scarlett  ID=131409      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
2,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
3,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
4,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, 6th


Lee, Wyatt  ID=185077      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
2,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
3,  [Exploring IT Careers],  Ellsworth G,  Presenter 22, N/A
4,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, N/A


Gonzalez, Lily  ID=151558      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
2,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, 3rd
3,  [Pathways to Success in the Pharmaceutical Industry],  Kingsley H,  Presenter 18, N/A
4,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A


Harris, William  ID=139397      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
2,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A
3,  [Treating Cancer with Radiation],  Greystone O,  Presenter 10, N/A
4,  [Being a Pilot],  Galloway J,  Presenter 31, N/A


Harris, Lucas  ID=176008      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A
2,  [Career in Government],  Ormsby M,  Presenter 16, 1st
3,  [Careers in Cybersecurity],  Ravenscroft S,  Presenter 32, N/A
4,  [Firefighter/Paramedic Career and or venue owner],  Langley G,  Presenter 33, N/A


Torres, Joseph  ID=183818      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Follow the Money to Stop the Crime],  Beaumont S,  Presenter 14, N/A
2,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A
3,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
4,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, 6th


Lopez, Mila  ID=197142      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Engineering: a career with many changes],  Ravenscroft A,  Presenter 23, N/A
2,  [Space Based Intelligence Software],  Haverford G,  Presenter 15, N/A
3,  [Being a Pilot],  Galloway J,  Presenter 31, N/A
4,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A


Martin, Zoey  ID=125857      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A
2,  [Not Just a nurse],  Davenport W,  Presenter 37, N/A
3,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
4,  [Personalities & Career Explorations],  Ashford S,  Presenter 7, N/A


Torres, James  ID=148046      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [The Entertainment Business],  Sinclair J,  Presenter 30, N/A
2,  [Career in Government],  Ormsby M,  Presenter 16, 2nd
3,  [Career Paths for the Orthodontist],  Fitzwilliam J,  Presenter 6, 7th
4,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A


Hall, Scarlett  ID=192644      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
2,  [Finanical Literacy for Students],  Yardley A,  Presenter 8, 6th
3,  [Architecture - designing buildings big & small],  Eversley A,  Presenter 4, N/A
4,  [Electrical Engineering],  Whitmore C,  Presenter 26, N/A


Robinson, Gianna  ID=109977      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career in Government],  Ormsby M,  Presenter 16, N/A
2,  [A Career in Construction Management and Project Scheduling],  Montgomery C,  Presenter 19, 6th
3,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A
4,  [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M,  Presenter 27, N/A


Harris, Mateo  ID=106940      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Sparking Innovation & Making an Impact],  Marlowe S,  Presenter 38, N/A
2,  [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J,  Presenter 11, N/A
3,  [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O,  Presenter 40, N/A
4,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, 4th


Flores, Lucas  ID=114895      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
2,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, 7th
3,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
4,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, N/A


Anderson, Riley  ID=191750      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [Becoming a Sheriff],  Fairfax R,  Presenter 20, N/A
2,  [Crime Scene Investigation],  Montgomery C,  Presenter 29, N/A
3,  [Career & Educational opportunities in the Air Force],  Tennyson C,  Presenter 5, N/A
4,  [Becoming a Melbourne Police Officer],  Abernathy S,  Presenter 39, N/A


Clark, Jack  ID=194618      1st Period Teacher=Montgomery C
SESS, SUBJECT, TEACHER / ROOM, PRESENTER, PRIORITY
1,  [A career in medicine],  Kingsley D,  Presenter 36, N/A
2,  [Science behind Police Response to Traffic Crashes],  Blackwood I,  Presenter 24, N/A
3,  [Women in Electrical Engineering],  Marlowe B,  Presenter 1, 1st
4,  [Careers in Chemistry at Kennedy Space Center],  Ingram O,  Presenter 17, N/A


Allen, Henry  ID=193560      1st Period Teacher=Montgomery C
