NUM_STUDENTS, 600
FIRST_NAME, LAST_NAME, HR_TEACH, FIRST_PERIOD, STUDENT_ID, GRADE, SEL1_ID, SEL1_TEACH, SEL2_ID, SEL2_TEACH, SEL3_ID, SEL3_TEACH, SEL4_ID, SEL4_TEACH
 James,  Harris,  Kingsley H,  Ravenscroft S, 160499, 12, 13,  Radcliffe L, 31,  Galloway J, 21,  Fairfax O, 8,  Yardley A
 Benjamin,  Taylor,  Montgomery O,  Fairfax R, 129447, 7, 13,  Radcliffe L, 36,  Kingsley D, 6,  Fitzwilliam J, 3,  Kingsley O
 Ellie,  Robinson,  Tennyson C,  Beaumont S, 172821, 8, 32,  Ravenscroft S, 8,  Yardley A, 38,  Marlowe S, 12,  Fitzwilliam E
 Riley,  Harris,  Sinclair J,  Ellsworth G, 143501, 9, 11,  Wainwright J, 37,  Davenport W, 28,  Ainsworth G, 4,  Eversley A
 Owen,  Lee,  Ingram O,  Blackwood I, 105332, 10, 17,  Ingram O, 22,  Ellsworth G, 37,  Davenport W, 19,  Montgomery C
 Sophia,  Roberts,  Ravenscroft S,  Davenport W, 197580, 11, 29,  Montgomery C, 38,  Marlowe S, 5,  Tennyson C, 11,  Wainwright J
 Ethan,  White,  Haverford G,  Montgomery C, 190681, 12, 1,  Marlowe B, 38,  Marlowe S, 14,  Beaumont S, 8,  Yardley A
 Elijah,  Clark,  Ashford S,  Ellsworth G, 116795, 7, 11,  Wainwright J, 29,  Montgomery C, 28,  Ainsworth G, 17,  Ingram O
 Grace,  Roberts,  Eversley A,  Ingram O, 149093, 8, 29,  Montgomery C, 33,  Langley G, 14,  Beaumont S, 38,  Marlowe S
 Charlotte,  Thomas,  Fairfax R,  Ashford S, 194474, 9, 13,  Radcliffe L, 36,  Kingsley D, 22,  Ellsworth G, 2,  Greystone M
 Aria,  Smith,  Fairfax R,  Montgomery O, 149839, 10, 3,  Kingsley O, 19,  Montgomery C, 34,  Rutherford E, 6,  Fitzwilliam J
 Joseph,  Johnson,  Marlowe B,  Ellsworth G, 116299, 11, 13,  Radcliffe L, 25,  Ravenscroft S, 40,  Montgomery O, 20,  Fairfax R
 Liam,  Perez,  Yardley A,  Tennyson C, 105728, 12, 20,  Fairfax R, 1,  Marlowe B, 12,  Fitzwilliam E, 36,  Kingsley D
 Oliver,  Rivera,  Rutherford E,  Whitmore C, 164441, 7, 6,  Fitzwilliam J, 26,  Whitmore C, 16,  Ormsby M, 5,  Tennyson C
 Mason,  Martinez,  Ravenscroft S,  Blackwood I, 136080, 8, 39,  Abernathy S, 35,  Vance J, 22,  Ellsworth G, 11,  Wainwright J
 Logan,  Scott,  Radcliffe L,  Ormsby M, 107196, 9, 27,  Underwood M, 20,  Fairfax R, 40,  Montgomery O, 5,  Tennyson C
 Luna,  Harris,  Beaumont S,  Montgomery O, 150420, 10, 8,  Yardley A, 11,  Wainwright J, 9,  Quincy B, 19,  Montgomery C
 Mia,  Williams,  Eversley A,  Beaumont S, 141838, 11, 21,  Fairfax O, 16,  Ormsby M, 3,  Kingsley O, 11,  Wainwright J
 Ella,  Roberts,  Fitzwilliam J,  Quincy B, 185178, 12, 26,  Whitmore C, 8,  Yardley A, 30,  Sinclair J, 20,  Fairfax R
 Mia,  Green,  Ainsworth G,  Rutherford E, 196576, 7, 36,  Kingsley D, 34,  Rutherford E, 19,  Montgomery C, 14,  Beaumont S
 Mila,  Campbell,  Sinclair J,  Marlowe B, 123895, 8, 31,  Galloway J, 27,  Underwood M, 40,  Montgomery O, 24,  Blackwood I
 Jackson,  Nelson,  Ingram O,  Rutherford E, 119753, 9, 25,  Ravenscroft S, 9,  Quincy B, 5,  Tennyson C, 37,  Davenport W
 Oliver,  Taylor,  Ravenscroft A,  Fairfax O, 129651, 10, 18,  Kingsley H, 19,  Montgomery C, 26,  Whitmore C, 40,  Montgomery O
 Aiden,  King,  Beaumont S,  Eversley A, 195676, 11, 33,  Langley G, 30,  Sinclair J, 5,  Tennyson C, 35,  Vance J
 Elijah,  King,  Sinclair J,  Haverford G, 149863, 12, 31,  Galloway J, 39,  Abernathy S, 20,  Fairfax R, 2,  Greystone M
 Amelia,  Roberts,  Eversley A,  Ravenscroft A, 182807, 7, 3,  Kingsley O, 11,  Wainwright J, 13,  Radcliffe L, 28,  Ainsworth G
 Jackson,  Martin,  Montgomery O,  Kingsley O, 184794, 8, 23,  Ravenscroft A, 22,  Ellsworth G, 36,  Kingsley D, 11,  Wainwright J
 Jackson,  Roberts,  Haverford G,  Rutherford E, 146492, 9, 21,  Fairfax O, 22,  Ellsworth G, 40,  Montgomery O, 38,  Marlowe S
 Lily,  Gonzalez,  Ravenscroft S,  Sinclair J, 176560, 10, 21,  Fairfax O, 18,  Kingsley H, 4,  Eversley A, 13,  Radcliffe L
 Harper,  Thomas,  Vance J,  Ormsby M, 131504, 11, 6,  Fitzwilliam J, 3,  Kingsley O, 37,  Davenport W, 27,  Underwood M
 Samuel,  Robinson,  Montgomery C,  Kingsley O, 159635, 12, 11,  Wainwright J, 3,  Kingsley O, 35,  Vance J, 30,  Sinclair J
 Benjamin,  White,  Ravenscroft S,  Eversley A, 136628, 7, 13,  Radcliffe L, 27,  Underwood M, 15,  Haverford G, 19,  Montgomery C
 Joseph,  Moore,  Ashford S,  Ravenscroft A, 169070, 8, 35,  Vance J, 10,  Greystone O, 34,  Rutherford E, 14,  Beaumont S
 Charlotte,  Martin,  Montgomery C,  Ingram O, 162629, 9, 27,  Underwood M, 7,  Ashford S, 6,  Fitzwilliam J, 26,  Whitmore C
 Elijah,  Carter,  Wainwright J,  Ravenscroft S, 124673, 10, 3,  Kingsley O, 8,  Yardley A, 27,  Underwood M, 19,  Montgomery C
 Harper,  Anderson,  Galloway J,  Ravenscroft A, 181224, 11, 18,  Kingsley H, 4,  Eversley A, 30,  Sinclair J, 37,  Davenport W
 Aria,  Hill,  Sinclair J,  Davenport W, 166737, 12, 34,  Rutherford E, 13,  Radcliffe L, 7,  Ashford S, 35,  Vance J
 Scarlett,  Walker,  Blackwood I,  Davenport W, 146803, 7, 28,  Ainsworth G, 27,  Underwood M, 7,  Ashford S, 14,  Beaumont S
 Riley,  Moore,  Quincy B,  Greystone O, 157594, 8, 29,  Montgomery C, 38,  Marlowe S, 3,  Kingsley O, 16,  Ormsby M
 Noah,  Scott,  Sinclair J,  Ashford S, 176523, 9, 25,  Ravenscroft S, 18,  Kingsley H, 17,  Ingram O, 38,  Marlowe S
 Mateo,  Rivera,  Whitmore H,  Ravenscroft S, 122015, 10, 5,  Tennyson C, 26,  Whitmore C, 34,  Rutherford E, 36,  Kingsley D
 Joseph,  Scott,  Ashford S,  Haverford G, 183252, 11, 37,  Davenport W, 6,  Fitzwilliam J, 17,  Ingram O, 30,  Sinclair J
 Harper,  Mitchell,  Yardley A,  Ingram O, 196747, 12, 37,  Davenport W, 20,  Fairfax R, 15,  Haverford G, 41,  Whitmore H
 Emma,  Williams,  Fairfax O,  Abernathy S, 148279, 7, 27,  Underwood M, 12,  Fitzwilliam E, 10,  Greystone O, 24,  Blackwood I
 Zoey,  Nelson,  Ravenscroft S,  Haverford G, 166688, 8, 15,  Haverford G, 28,  Ainsworth G, 29,  Montgomery C, 35,  Vance J
 Logan,  Green,  Sinclair J,  Ashford S, 159589, 9, 12,  Fitzwilliam E, 21,  Fairfax O, 15,  Haverford G, 4,  Eversley A
 Liam,  Sanchez,  Montgomery O,  Tennyson C, 165418, 10, 12,  Fitzwilliam E, 20,  Fairfax R, 17,  Ingram O, 40,  Montgomery O
 Aria,  Allen,  Kingsley D,  Blackwood I, 184720, 11, 18,  Kingsley H, 15,  Haverford G, 9,  Quincy B, 3,  Kingsley O
 Jackson,  Clark,  Montgomery C,  Vance J, 152491, 12, 2,  Greystone M, 30,  Sinclair J, 9,  Quincy B, 22,  Ellsworth G
 William,  Flores,  Ainsworth G,  Montgomery O, 104576, 7, 37,  Davenport W, 16,  Ormsby M, 39,  Abernathy S, 18,  Kingsley H
 Ava,  Jackson,  Fitzwilliam J,  Eversley A, 109018, 8, 12,  Fitzwilliam E, 36,  Kingsley D, 3,  Kingsley O, 8,  Yardley A
 Evelyn,  Green,  Ellsworth G,  Ingram O, 106933, 9, 2,  Greystone M, 4,  Eversley A, 9,  Quincy B, 23,  Ravenscroft A
 Nora,  Perez,  Beaumont S,  Tennyson C, 163021, 10, 21,  Fairfax O, 24,  Blackwood I, 9,  Quincy B, 33,  Langley G
 Chloe,  Adams,  Davenport W,  Marlowe S, 157182, 11, 22,  Ellsworth G, 21,  Fairfax O, 24,  Blackwood I, 34,  Rutherford E
 Ava,  Thomas,  Wainwright J,  Ainsworth G, 156049, 12, 22,  Ellsworth G, 19,  Montgomery C, 23,  Ravenscroft A, 24,  Blackwood I
 Jackson,  Lee,  Ellsworth G,  Ainsworth G, 196087, 7, 22,  Ellsworth G, 24,  Blackwood I, 2,  Greystone M, 3,  Kingsley O
 Jack,  Robinson,  Ainsworth G,  Ravenscroft S, 193364, 8, 4,  Eversley A, 7,  Ashford S, 18,  Kingsley H, 25,  Ravenscroft S
 Levi,  Wright,  Greystone O,  Rutherford E, 163500, 9, 6,  Fitzwilliam J, 34,  Rutherford E, 37,  Davenport W, 11,  Wainwright J
 Lily,  Jackson,  Blackwood I,  Ravenscroft A, 122141, 10, 30,  Sinclair J, 20,  Fairfax R, 33,  Langley G, 15,  Haverford G
 Zoey,  Gonzalez,  Ingram O,  Ellsworth G, 140630, 11, 39,  Abernathy S, 13,  Radcliffe L, 17,  Ingram O, 9,  Quincy B
 Alexander,  Lee,  Ellsworth G,  Greystone O, 194733, 12, 3,  Kingsley O, 29,  Montgomery C, 9,  Quincy B, 23,  Ravenscroft A
 Amelia,  Moore,  Ashford S,  Montgomery C, 116655, 7, 5,  Tennyson C, 21,  Fairfax O, 15,  Haverford G, 23,  Ravenscroft A
 Logan,  Wright,  Radcliffe L,  Eversley A, 131653, 8, 1,  Marlowe B, 17,  Ingram O, 18,  Kingsley H, 4,  Eversley A
 Layla,  Walker,  Quincy B,  Ellsworth G, 128475, 9, 20,  Fairfax R, 19,  Montgomery C, 40,  Montgomery O, 41,  Whitmore H
 Mason,  Torres,  Fitzwilliam J,  Whitmore C, 170364, 10, 30,  Sinclair J, 8,  Yardley A, 29,  Montgomery C, 5,  Tennyson C
 Levi,  Nguyen,  Ingram O,  Wainwright J, 187503, 11, 27,  Underwood M, 5,  Tennyson C, 17,  Ingram O, 33,  Langley G
 Scarlett,  Scott,  Blackwood I,  Fitzwilliam E, 149962, 12, 23,  Ravenscroft A, 33,  Langley G, 19,  Montgomery C, 28,  Ainsworth G
 Harper,  Hernandez,  Marlowe S,  Ainsworth G, 199455, 7, 9,  Quincy B, 13,  Radcliffe L, 15,  Haverford G, 27,  Underwood M
 Levi,  Anderson,  Fairfax O,  Greystone O, 137096, 8, 21,  Fairfax O, 6,  Fitzwilliam J, 31,  Galloway J, 33,  Langley G
 Harper,  Jackson,  Quincy B,  Langley G, 179508, 9, 7,  Ashford S, 9,  Quincy B, 25,  Ravenscroft S, 3,  Kingsley O
 Lily,  Torres,  Montgomery C,  Quincy B, 188804, 10, 11,  Wainwright J, 22,  Ellsworth G, 32,  Ravenscroft S, 12,  Fitzwilliam E
 Jack,  Carter,  Ellsworth G,  Kingsley H, 123165, 11, 26,  Whitmore C, 23,  Ravenscroft A, 27,  Underwood M, 35,  Vance J
 Mia,  Jones,  Yardley A,  Haverford G, 159984, 12, 10,  Greystone O, 21,  Fairfax O, 12,  Fitzwilliam E, 4,  Eversley A
 Lucas,  Flores,  Vance J,  Marlowe S, 133573, 7, 26,  Whitmore C, 40,  Montgomery O, 30,  Sinclair J, 19,  Montgomery C
 Carter,  Carter,  Greystone O,  Ainsworth G, 101818, 8, 5,  Tennyson C, 22,  Ellsworth G, 17,  Ingram O, 36,  Kingsley D
 Carter,  Baker,  Underwood M,  Abernathy S, 176788, 9, 41,  Whitmore H, 22,  Ellsworth G, 21,  Fairfax O, 27,  Underwood M
 Aria,  Jones,  Fitzwilliam E,  Ainsworth G, 144821, 10, 8,  Yardley A, 27,  Underwood M, 10,  Greystone O, 5,  Tennyson C
 Liam,  Smith,  Blackwood I,  Yardley A, 177536, 11, 29,  Montgomery C, 28,  Ainsworth G, 13,  Radcliffe L, 35,  Vance J
 Olivia,  Hernandez,  Yardley A,  Abernathy S, 188637, 12, 34,  Rutherford E, 1,  Marlowe B, 28,  Ainsworth G, 40,  Montgomery O
 Mason,  King,  Kingsley O,  Beaumont S, 193127, 7, 37,  Davenport W, 22,  Ellsworth G, 35,  Vance J, 41,  Whitmore H
 Oliver,  Miller,  Wainwright J,  Blackwood I, 153792, 8, 22,  Ellsworth G, 2,  Greystone M, 6,  Fitzwilliam J, 26,  Whitmore C
 Jack,  Torres,  Radcliffe L,  Ravenscroft A, 160917, 9, 8,  Yardley A, 17,  Ingram O, 15,  Haverford G, 32,  Ravenscroft S
 Amelia,  Davis,  Ingram O,  Galloway J, 120716, 10, 28,  Ainsworth G, 13,  Radcliffe L, 14,  Beaumont S, 22,  Ellsworth G
 Ethan,  Williams,  Vance J,  Kingsley H, 144618, 11, 22,  Ellsworth G, 6,  Fitzwilliam J, 38,  Marlowe S, 35,  Vance J
 Ella,  Perez,  Kingsley H,  Montgomery C, 185829, 12, 40,  Montgomery O, 21,  Fairfax O, 18,  Kingsley H, 29,  Montgomery C
 Owen,  Johnson,  Fairfax R,  Blackwood I, 116124, 7, 31,  Galloway J, 2,  Greystone M, 24,  Blackwood I, 9,  Quincy B
 Ella,  Young,  Greystone O,  Ravenscroft A, 191201, 8, 17,  Ingram O, 24,  Blackwood I, 4,  Eversley A, 33,  Langley G
 Jack,  Williams,  Fitzwilliam J,  Marlowe B, 195150, 9, 15,  Haverford G, 22,  Ellsworth G, 35,  Vance J, 30,  Sinclair J
 Amelia,  Miller,  Underwood M,  Galloway J, 106346, 10, 4,  Eversley A, 26,  Whitmore C, 36,  Kingsley D, 2,  Greystone M
 Logan,  Nguyen,  Ashford S,  Ormsby M, 171148, 11, 2,  Greystone M, 34,  Rutherford E, 27,  Underwood M, 15,  Haverford G
 Levi,  Carter,  Ormsby M,  Marlowe B, 114335, 12, 41,  Whitmore H, 2,  Greystone M, 27,  Underwood M, 36,  Kingsley D
 Emma,  Thompson,  Ormsby M,  Whitmore C, 129652, 7, 4,  Eversley A, 29,  Montgomery C, 39,  Abernathy S, 35,  Vance J
 Oliver,  Perez,  Montgomery O,  Ravenscroft A, 130931, 8, 7,  Ashford S, 20,  Fairfax R, 8,  Yardley A, 36,  Kingsley D
 Emma,  Carter,  Montgomery C,  Quincy B, 180968, 9, 39,  Abernathy S, 23,  Ravenscroft A, 18,  Kingsley H, 9,  Quincy B
 Ella,  Lee,  Quincy B,  Ashford S, 184485, 10, 11,  Wainwright J, 17,  Ingram O, 22,  Ellsworth G, 12,  Fitzwilliam E
 Elijah,  Torres,  Sinclair J,  Beaumont S, 138415, 11, 19,  Montgomery C, 4,  Eversley A, 40,  Montgomery O, 21,  Fairfax O
 Mateo,  Jackson,  Ormsby M,  Greystone O, 168394, 12, 32,  Ravenscroft S, 28,  Ainsworth G, 35,  Vance J, 9,  Quincy B
 Mason,  Ramirez,  Marlowe B,  Ravenscroft S, 141027, 7, 5,  Tennyson C, 15,  Haverford G, 40,  Montgomery O, 39,  Abernathy S
 Aria,  Torres,  Greystone O,  Fairfax R, 101016, 8, 13,  Radcliffe L, 35,  Vance J, 20,  Fairfax R, 12,  Fitzwilliam E
 Aria,  Rodriguez,  Abernathy S,  Vance J, 171230, 9, 34,  Rutherford E, 13,  Radcliffe L, 10,  Greystone O, 38,  Marlowe S
 James,  Anderson,  Haverford G,  Fairfax R, 178749, 10, 17,  Ingram O, 1,  Marlowe B, 19,  Montgomery C, 7,  Ashford S
 Levi,  Hernandez,  Whitmore H,  Tennyson C, 166553, 11, 35,  Vance J, 22,  Ellsworth G, 39,  Abernathy S, 15,  Haverford G
 Zoey,  Roberts,  Whitmore H,  Sinclair J, 109372, 12, 36,  Kingsley D, 40,  Montgomery O, 20,  Fairfax R, 22,  Ellsworth G
 Joseph,  Miller,  Vance J,  Abernathy S, 127870, 7, 9,  Quincy B, 4,  Eversley A, 25,  Ravenscroft S, 27,  Underwood M
 Carter,  Wilson,  Davenport W,  Davenport W, 102131, 8, 30,  Sinclair J, 27,  Underwood M, 21,  Fairfax O, 14,  Beaumont S
 Jack,  Rodriguez,  Ormsby M,  Montgomery O, 128956, 9, 5,  Tennyson C, 36,  Kingsley D, 6,  Fitzwilliam J, 17,  Ingram O
 Lily,  Flores,  Montgomery C,  Ormsby M, 179517, 10, 30,  Sinclair J, 7,  Ashford S, 9,  Quincy B, 34,  Rutherford E
 Aiden,  Clark,  Kingsley O,  Haverford G, 156108, 11, 21,  Fairfax O, 23,  Ravenscroft A, 6,  Fitzwilliam J, 35,  Vance J
 William,  Lewis,  Greystone O,  Blackwood I, 175001, 12, 28,  Ainsworth G, 24,  Blackwood I, 33,  Langley G, 35,  Vance J
 Gianna,  Harris,  Fairfax O,  Whitmore C, 173403, 7, 9,  Quincy B, 15,  Haverford G, 18,  Kingsley H, 12,  Fitzwilliam E
 Zoey,  Wilson,  Beaumont S,  Greystone M, 169213, 8, 33,  Langley G, 16,  Ormsby M, 11,  Wainwright J, 8,  Yardley A
 Mia,  Martin,  Fairfax R,  Fitzwilliam J, 132239, 9, 22,  Ellsworth G, 17,  Ingram O, 32,  Ravenscroft S, 36,  Kingsley D
 Aiden,  Hernandez,  Haverford G,  Ashford S, 130217, 10, 10,  Greystone O, 35,  Vance J, 30,  Sinclair J, 20,  Fairfax R
 Ellie,  Roberts,  Greystone M,  Montgomery O, 102812, 11, 2,  Greystone M, 6,  Fitzwilliam J, 14,  Beaumont S, 7,  Ashford S
 Amelia,  Robinson,  Radcliffe L,  Greystone M, 116947, 12, 19,  Montgomery C, 27,  Underwood M, 2,  Greystone M, 23,  Ravenscroft A
 Riley,  Carter,  Galloway J,  Whitmore C, 176042, 7, 20,  Fairfax R, 39,  Abernathy S, 34,  Rutherford E, 40,  Montgomery O
 Zoey,  Wilson,  Marlowe S,  Greystone O, 162197, 8, 11,  Wainwright J, 14,  Beaumont S, 32,  Ravenscroft S, 5,  Tennyson C
 Lucas,  Robinson,  Montgomery C,  Beaumont S, 108664, 9, 36,  Kingsley D, 2,  Greystone M, 13,  Radcliffe L, 20,  Fairfax R
 Jackson,  Lewis,  Montgomery C,  Kingsley O, 107332, 10, 8,  Yardley A, 27,  Underwood M, 5,  Tennyson C, 22,  Ellsworth G
 Ethan,  Williams,  Langley G,  Galloway J, 116666, 11, 39,  Abernathy S, 41,  Whitmore H, 9,  Quincy B, 24,  Blackwood I
 Layla,  Hill,  Fairfax O,  Haverford G, 156922, 12, 2,  Greystone M, 11,  Wainwright J, 19,  Montgomery C, 23,  Ravenscroft A
 Liam,  Williams,  Fairfax R,  Quincy B, 149873, 7, 32,  Ravenscroft S, 26,  Whitmore C, 35,  Vance J, 29,  Montgomery C
 Charlotte,  Ramirez,  Fitzwilliam E,  Yardley A, 199359, 8, 33,  Langley G, 18,  Kingsley H, 3,  Kingsley O, 13,  Radcliffe L
 James,  Young,  Vance J,  Fitzwilliam E, 170402, 9, 27,  Underwood M, 8,  Yardley A, 7,  Ashford S, 6,  Fitzwilliam J
 Olivia,  Brown,  Ravenscroft A,  Kingsley H, 194605, 10, 38,  Marlowe S, 16,  Ormsby M, 17,  Ingram O, 5,  Tennyson C
 Nora,  Roberts,  Vance J,  Kingsley H, 152795, 11, 39,  Abernathy S, 2,  Greystone M, 32,  Ravenscroft S, 12,  Fitzwilliam E
 Ava,  Roberts,  Kingsley O,  Whitmore H, 120563, 12, 24,  Blackwood I, 23,  Ravenscroft A, 31,  Galloway J, 34,  Rutherford E
 Samuel,  Harris,  Ravenscroft S,  Eversley A, 184549, 7, 4,  Eversley A, 40,  Montgomery O, 21,  Fairfax O, 6,  Fitzwilliam J
 Aria,  Hall,  Ravenscroft A,  Fairfax O, 104490, 8, 14,  Beaumont S, 36,  Kingsley D, 18,  Kingsley H, 24,  Blackwood I
 Zoey,  Lee,  Fitzwilliam J,  Whitmore H, 188141, 9, 16,  Ormsby M, 21,  Fairfax O, 30,  Sinclair J, 36,  Kingsley D
 Joseph,  Flores,  Fairfax O,  Ravenscroft S, 112616, 10, 14,  Beaumont S, 9,  Quincy B, 8,  Yardley A, 16,  Ormsby M
 Joseph,  Ramirez,  Ormsby M,  Tennyson C, 102559, 11, 36,  Kingsley D, 21,  Fairfax O, 5,  Tennyson C, 12,  Fitzwilliam E
 Mia,  Davis,  Abernathy S,  Abernathy S, 138333, 12, 5,  Tennyson C, 34,  Rutherford E, 21,  Fairfax O, 20,  Fairfax R
 Ava,  Allen,  Haverford G,  Kingsley D, 151590, 7, 35,  Vance J, 34,  Rutherford E, 26,  Whitmore C, 3,  Kingsley O
 Jack,  Garcia,  Fairfax O,  Langley G, 165540, 8, 21,  Fairfax O, 26,  Whitmore C, 2,  Greystone M, 19,  Montgomery C
 Zoey,  Lewis,  Montgomery O,  Yardley A, 162071, 9, 27,  Underwood M, 29,  Montgomery C, 35,  Vance J, 40,  Montgomery O
 Charlotte,  Martin,  Whitmore H,  Quincy B, 172567, 10, 41,  Whitmore H, 15,  Haverford G, 12,  Fitzwilliam E, 22,  Ellsworth G
 Mateo,  Brown,  Rutherford E,  Ravenscroft A, 117376, 11, 10,  Greystone O, 2,  Greystone M, 24,  Blackwood I, 6,  Fitzwilliam J
 Olivia,  Rodriguez,  Vance J,  Marlowe S, 108349, 12, 2,  Greystone M, 36,  Kingsley D, 10,  Greystone O, 14,  Beaumont S
 Mia,  Hall,  Ravenscroft A,  Yardley A, 165169, 7, 6,  Fitzwilliam J, 19,  Montgomery C, 39,  Abernathy S, 5,  Tennyson C
 Jackson,  Smith,  Greystone M,  Fitzwilliam E, 172316, 8, 7,  Ashford S, 8,  Yardley A, 32,  Ravenscroft S, 5,  Tennyson C
 Ethan,  Allen,  Montgomery C,  Radcliffe L, 175805, 9, 39,  Abernathy S, 8,  Yardley A, 36,  Kingsley D, 13,  Radcliffe L
 Mila,  Thompson,  Ravenscroft A,  Ashford S, 135767, 10, 27,  Underwood M, 23,  Ravenscroft A, 7,  Ashford S, 10,  Greystone O
 Amelia,  Hill,  Greystone M,  Greystone O, 152740, 11, 34,  Rutherford E, 23,  Ravenscroft A, 1,  Marlowe B, 19,  Montgomery C
 Amelia,  Martinez,  Fitzwilliam J,  Whitmore C, 192521, 12, 33,  Langley G, 12,  Fitzwilliam E, 30,  Sinclair J, 37,  Davenport W
 Wyatt,  Gonzalez,  Abernathy S,  Beaumont S, 104309, 7, 22,  Ellsworth G, 7,  Ashford S, 28,  Ainsworth G, 17,  Ingram O
 William,  Martin,  Ravenscroft S,  Fairfax O, 145957, 8, 31,  Galloway J, 1,  Marlowe B, 4,  Eversley A, 22,  Ellsworth G
 Layla,  Mitchell,  Whitmore H,  Ellsworth G, 126895, 9, 19,  Montgomery C, 7,  Ashford S, 2,  Greystone M, 3,  Kingsley O
 Jackson,  Carter,  Tennyson C,  Eversley A, 171453, 10, 4,  Eversley A, 37,  Davenport W, 33,  Langley G, 7,  Ashford S
 Aria,  Williams,  Yardley A,  Ormsby M, 179570, 11, 29,  Montgomery C, 25,  Ravenscroft S, 12,  Fitzwilliam E, 35,  Vance J
 Lily,  Torres,  Ormsby M,  Ainsworth G, 129857, 12, 25,  Ravenscroft S, 9,  Quincy B, 29,  Montgomery C, 33,  Langley G
 Levi,  Martinez,  Ravenscroft S,  Tennyson C, 115403, 7, 24,  Blackwood I, 10,  Greystone O, 5,  Tennyson C, 35,  Vance J
 Ethan,  King,  Radcliffe L,  Ravenscroft S, 108020, 8, 11,  Wainwright J, 3,  Kingsley O, 8,  Yardley A, 7,  Ashford S
 Alexander,  Smith,  Kingsley O,  Fitzwilliam J, 108710, 9, 22,  Ellsworth G, 1,  Marlowe B, 18,  Kingsley H, 15,  Haverford G
 Emma,  Torres,  Ravenscroft S,  Kingsley O, 131730, 10, 22,  Ellsworth G, 25,  Ravenscroft S, 33,  Langley G, 17,  Ingram O
 Sophia,  Baker,  Kingsley H,  Montgomery C, 142153, 11, 7,  Ashford S, 33,  Langley G, 10,  Greystone O, 41,  Whitmore H
 Charlotte,  King,  Ormsby M,  Ellsworth G, 120934, 12, 21,  Fairfax O, 22,  Ellsworth G, 5,  Tennyson C, 29,  Montgomery C
 Harper,  Perez,  Ravenscroft A,  Ravenscroft A, 113936, 7, 24,  Blackwood I, 4,  Eversley A, 1,  Marlowe B, 20,  Fairfax R
 Gianna,  Williams,  Beaumont S,  Rutherford E, 150431, 8, 35,  Vance J, 37,  Davenport W, 12,  Fitzwilliam E, 7,  Ashford S
 Owen,  Ramirez,  Whitmore H,  Fitzwilliam E, 191300, 9, 28,  Ainsworth G, 17,  Ingram O, 37,  Davenport W, 16,  Ormsby M
 Camila,  Scott,  Blackwood I,  Ellsworth G, 187834, 10, 21,  Fairfax O, 33,  Langley G, 11,  Wainwright J, 6,  Fitzwilliam J
 Lucas,  Thompson,  Sinclair J,  Yardley A, 102857, 11, 35,  Vance J, 16,  Ormsby M, 24,  Blackwood I, 11,  Wainwright J
 Scarlett,  Hall,  Ellsworth G,  Ainsworth G, 164177, 12, 24,  Blackwood I, 33,  Langley G, 1,  Marlowe B, 32,  Ravenscroft S
 Jack,  Lee,  Marlowe B,  Haverford G, 147191, 7, 28,  Ainsworth G, 24,  Blackwood I, 25,  Ravenscroft S, 31,  Galloway J
 Liam,  Clark,  Rutherford E,  Whitmore H, 160870, 8, 12,  Fitzwilliam E, 35,  Vance J, 32,  Ravenscroft S, 23,  Ravenscroft A
 Aria,  Ramirez,  Whitmore C,  Ainsworth G, 109041, 9, 34,  Rutherford E, 1,  Marlowe B, 3,  Kingsley O, 5,  Tennyson C
 Scarlett,  Baker,  Galloway J,  Marlowe B, 101943, 10, 19,  Montgomery C, 37,  Davenport W, 14,  Beaumont S, 21,  Fairfax O
 Gianna,  Martin,  Galloway J,  Greystone O, 106682, 11, 13,  Radcliffe L, 18,  Kingsley H, 30,  Sinclair J, 34,  Rutherford E
 Camila,  Martin,  Fitzwilliam E,  Ravenscroft A, 144883, 12, 18,  Kingsley H, 3,  Kingsley O, 34,  Rutherford E, 37,  Davenport W
 Sebastian,  White,  Langley G,  Haverford G, 112484, 7, 12,  Fitzwilliam E, 18,  Kingsley H, 36,  Kingsley D, 8,  Yardley A
 Jackson,  Mitchell,  Quincy B,  Greystone O, 116080, 8, 6,  Fitzwilliam J, 3,  Kingsley O, 14,  Beaumont S, 27,  Underwood M
 Oliver,  Hall,  Vance J,  Whitmore H, 152304, 9, 38,  Marlowe S, 11,  Wainwright J, 16,  Ormsby M, 41,  Whitmore H
 Chloe,  Torres,  Beaumont S,  Ellsworth G, 118251, 10, 32,  Ravenscroft S, 8,  Yardley A, 17,  Ingram O, 33,  Langley G
 Chloe,  Thompson,  Kingsley H,  Marlowe B, 158853, 11, 29,  Montgomery C, 4,  Eversley A, 8,  Yardley A, 30,  Sinclair J
 Wyatt,  Perez,  Ravenscroft A,  Wainwright J, 172862, 12, 18,  Kingsley H, 40,  Montgomery O, 29,  Montgomery C, 17,  Ingram O
 Ava,  King,  Fairfax R,  Kingsley D, 106669, 7, 18,  Kingsley H, 28,  Ainsworth G, 9,  Quincy B, 17,  Ingram O
 Levi,  Jackson,  Ormsby M,  Marlowe S, 108542, 8, 21,  Fairfax O, 38,  Marlowe S, 20,  Fairfax R, 7,  Ashford S
 Amelia,  Lee,  Rutherford E,  Galloway J, 184766, 9, 11,  Wainwright J, 10,  Greystone O, 4,  Eversley A, 8,  Yardley A
