SUBJECT,  [Women in Electrical Engineering]
 Marlowe B by  Presenter 1
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Carter, Sophia,1st, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
1, Martinez, Liam,5th, [Exploring IT Careers],  Ellsworth G
1, Johnson, Daniel,N/A, [Personalities & Career Explorations],  Ashford S
1, Ramirez, William,N/A, [Being a Pilot],  Galloway J
1, Hall, Aria,N/A, [A career in medicine],  Kingsley D
1, Flores, Joseph,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
1, Robinson, Evelyn,5th, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
1, Lopez, Scarlett,N/A, [Personalities & Career Explorations],  Ashford S
2, Smith, Emma,N/A, [Electrical Engineering],  Whitmore C
2, Martin, Oliver,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, Young, Gianna,N/A, [The Entertainment Business],  Sinclair J
2, Brown, Emma,N/A, [Exploring IT Careers],  Ellsworth G
2, Roberts, Ava,N/A, [Engineering: a career with many changes],  Ravenscroft A
2, Sanchez, Chloe,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
2, Garcia, Olivia,N/A, [The Entertainment Business],  Sinclair J
2, Hernandez, Mateo,1st, [Personalities & Career Explorations],  Ashford S
2, Green, Layla,N/A, [Architecture - designing buildings big & small],  Eversley A
2, Torres, Evelyn,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Wilson, Zoey,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, Martinez, Liam,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
3, Lee, Sophia,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
3, King, Chloe,N/A, [Exploring IT Careers],  Ellsworth G
3, White, Elijah,5th, [Electrical Engineering],  Whitmore C
3, Flores, William,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
3, White, Evelyn,1st, [Being a Chiropractor],  Vance J
3, Thomas, Amelia,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Rodriguez, Liam,N/A, [Space Based Intelligence Software],  Haverford G
3, White, Ethan,N/A, [Finanical Literacy for Students],  Yardley A
3, Roberts, Grace,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
3, Davis, Amelia,N/A, [Exploring IT Careers],  Ellsworth G
3, Roberts, Ellie,4th, [Personalities & Career Explorations],  Ashford S
3, Baker, Scarlett,N/A, [School Board Member/SLP],  Fairfax O
3, Mitchell, Jackson,2nd, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
3, Wright, Scarlett,3rd, [A career in medicine],  Kingsley D
4, Davis, Riley,N/A,N/A, N/A
4, Moore, Lucas,N/A,N/A, N/A
4, Torres, Mila,N/A,N/A, N/A
4, Campbell, Samuel,N/A,N/A, N/A
4, Rivera, Harper,6th,N/A, N/A
4, Baker, Sophia,N/A,N/A, N/A
4, Perez, Grace,N/A,N/A, N/A
4, Green, Mia,N/A,N/A, N/A
4, Moore, Joseph,N/A,N/A, N/A
4, Walker, Scarlett,7th,N/A, N/A
4, Wilson, Carter,N/A,N/A, N/A
4, Rodriguez, Olivia,N/A,N/A, N/A


SUBJECT,  [Space Based Intelligence Software]
 Haverford G by  Presenter 15
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Smith, Emma,N/A, [Follow the Money to Stop the Crime],  Beaumont S
1, Nelson, Jackson,N/A, [Being a Chiropractor],  Vance J
1, Rivera, Riley,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
1, Torres, Wyatt,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
1, Williams, Luna,2nd, [Crime Scene Investigation],  Montgomery C
1, Hall, Lily,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
1, Mitchell, Isabella,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
1, Nelson, Zoey,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
1, Williams, Jack,N/A, [Exploring IT Careers],  Ellsworth G
1, Williams, Mila,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
2, Sanchez, Sebastian,N/A, [Being a Pilot],  Galloway J
2, Sanchez, Isabella,N/A, [Not Just a nurse],  Davenport W
2, Taylor, Emma,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
2, Torres, Joseph,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Perez, Camila,3rd, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
2, Lopez, Mila,N/A, [Being a Pilot],  Galloway J
2, Green, Owen,6th, [Career Paths for the Orthodontist],  Fitzwilliam J
2, Brown, Elijah,2nd, [(CANCELLED) A career in educational administration],  Ravenscroft S
2, Wilson, Olivia,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Allen, Aria,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
2, Ramirez, Mason,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, Harris, Gianna,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
2, Martin, Charlotte,N/A, [Career in the Legal Profession],  Fitzwilliam E
2, Nelson, Henry,N/A, [Crime Scene Investigation],  Montgomery C
3, Rivera, Oliver,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Walker, Riley,7th, [Not Just a nurse],  Davenport W
3, Moore, Benjamin,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, Allen, Wyatt,5th, [Careers in Cybersecurity],  Ravenscroft S
3, Flores, Lily,4th, [Finanical Literacy for Students],  Yardley A
3, Lopez, Jack,3rd, [Sparking Innovation & Making an Impact],  Marlowe S
3, Smith, Henry,N/A, [Career in Government],  Ormsby M
3, Martinez, Alexander,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, White, Benjamin,6th, [A Career in Construction Management and Project Scheduling],  Montgomery C
3, Mitchell, Harper,N/A, [Cybersecurity and hacking],  Whitmore H
3, Green, Logan,N/A, [Architecture - designing buildings big & small],  Eversley A
3, Moore, Amelia,N/A, [Engineering: a career with many changes],  Ravenscroft A
3, Hernandez, Harper,1st, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
3, Torres, Jack,2nd, [Careers in Cybersecurity],  Ravenscroft S
4, Lopez, Owen,N/A,N/A, N/A
4, Jackson, Jack,N/A,N/A, N/A
4, Lee, Sebastian,N/A,N/A, N/A
4, Flores, James,N/A,N/A, N/A
4, Green, Sebastian,3rd,N/A, N/A
4, Campbell, Elijah,1st,N/A, N/A
4, Ramirez, Jack,1st,N/A, N/A
4, Harris, Owen,N/A,N/A, N/A
4, Robinson, Owen,N/A,N/A, N/A
4, Hernandez, William,N/A,N/A, N/A
4, Rodriguez, Liam,N/A,N/A, N/A
4, Jackson, Lily,N/A,N/A, N/A
4, Nguyen, Logan,N/A,N/A, N/A
4, Hernandez, Levi,1st,N/A, N/A
4, Smith, Alexander,N/A,N/A, N/A
4, Moore, Henry,N/A,N/A, N/A
4, Mitchell, Jack,N/A,N/A, N/A
4, Gonzalez, Ethan,2nd,N/A, N/A
4, Nelson, Mia,N/A,N/A, N/A
4, White, Ella,N/A,N/A, N/A
4, White, Liam,4th,N/A, N/A


SUBJECT,  [Career in Government]
 Ormsby M by  Presenter 16
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Anderson, Joseph,N/A, [Career in the Legal Profession],  Fitzwilliam E
1, King, Chloe,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
1, Anderson, Joseph,N/A, [Careers in Cybersecurity],  Ravenscroft S
1, Lee, Ava,N/A, [The Entertainment Business],  Sinclair J
1, Robinson, Gianna,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
1, Adams, Layla,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
1, Hernandez, William,N/A, [Electrical Engineering],  Whitmore C
1, Lee, Zoey,N/A, [School Board Member/SLP],  Fairfax O
1, Carter, Mila,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
1, Nguyen, Mason,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
1, Carter, Gianna,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
1, Lee, Scarlett,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
2, Harris, Lucas,1st, [Careers in Cybersecurity],  Ravenscroft S
2, Perez, Ethan,N/A, [Personalities & Career Explorations],  Ashford S
2, Torres, James,2nd, [Career Paths for the Orthodontist],  Fitzwilliam J
2, Wright, Ellie,5th, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
2, Young, Daniel,4th, [Electrical Engineering],  Whitmore C
2, Perez, Joseph,4th, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
2, Wilson, Scarlett,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, Williams, Mia,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
2, Flores, William,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
2, Wilson, Zoey,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
2, Brown, Olivia,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
2, Thompson, Lucas,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
3, Lee, Harper,N/A, [Architecture - designing buildings big & small],  Eversley A
3, Moore, Mia,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Rodriguez, Joseph,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
3, Campbell, Sophia,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Campbell, Alexander,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, Nguyen, Aiden,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
3, Miller, Oliver,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
3, Rivera, Oliver,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
3, Hall, Oliver,N/A, [Cybersecurity and hacking],  Whitmore H
3, Lopez, Scarlett,N/A, [Engineering: a career with many changes],  Ravenscroft A
3, Thompson, Logan,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
3, Adams, Harper,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, White, Ella,N/A, [Space Based Intelligence Software],  Haverford G
3, Lee, William,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
4, Nelson, Nora,N/A,N/A, N/A
4, Garcia, Camila,N/A,N/A, N/A
4, Lewis, Jack,4th,N/A, N/A
4, Torres, Camila,N/A,N/A, N/A
4, Smith, Henry,5th,N/A, N/A
4, Jones, Carter,4th,N/A, N/A
4, Clark, Charlotte,5th,N/A, N/A
4, Walker, Emma,N/A,N/A, N/A
4, Flores, Aria,N/A,N/A, N/A
4, Moore, Riley,N/A,N/A, N/A
4, Flores, Joseph,5th,N/A, N/A
4, Ramirez, Owen,5th,N/A, N/A
4, Wright, Aria,N/A,N/A, N/A
4, Campbell, Mason,7th,N/A, N/A
4, Campbell, Olivia,N/A,N/A, N/A
4, Walker, Aiden,N/A,N/A, N/A
4, Hernandez, Aria,N/A,N/A, N/A


SUBJECT,  [Careers in Chemistry at Kennedy Space Center]
 Ingram O by  Presenter 17
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Harris, Wyatt,N/A, [Finanical Literacy for Students],  Yardley A
1, Roberts, William,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
1, White, Scarlett,N/A, [Why You need a resume],  Greystone M
1, Moore, Lucas,N/A, [Engineering: a career with many changes],  Ravenscroft A
1, Young, Jackson,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
1, Baker, Ella,N/A, [Finanical Literacy for Students],  Yardley A
1, Clark, Gianna,N/A, [Cybersecurity and hacking],  Whitmore H
1, Ramirez, Nora,1st, [(CANCELLED) A career in educational administration],  Ravenscroft S
1, White, Ellie,7th, [A Career in Construction Management and Project Scheduling],  Montgomery C
1, Smith, Wyatt,N/A, [Being a Pilot],  Galloway J
1, Roberts, Ella,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
1, Walker, Emma,N/A, [Being a Pilot],  Galloway J
1, Lee, Owen,N/A, [Exploring IT Careers],  Ellsworth G
1, Young, Ella,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
1, Anderson, James,6th, [Women in Electrical Engineering],  Marlowe B
1, Smith, Benjamin,N/A, [Becoming a Sheriff],  Fairfax R
2, Jackson, Henry,N/A, [Personalities & Career Explorations],  Ashford S
2, Moore, Mia,N/A, [Career in Government],  Ormsby M
2, Taylor, Aiden,N/A, [Being a Pilot],  Galloway J
2, Wright, Liam,3rd, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
2, Green, Owen,N/A, [The Entertainment Business],  Sinclair J
2, Hall, Grace,N/A, [Career Paths for the Orthodontist],  Fitzwilliam J
2, Flores, Lucas,7th, [A career in medicine],  Kingsley D
2, Thomas, Layla,2nd, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
2, Harris, Jackson,N/A, [Crime Scene Investigation],  Montgomery C
2, Wright, Logan,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
2, Torres, Jack,N/A, [Space Based Intelligence Software],  Haverford G
2, Lee, Ella,N/A, [Exploring IT Careers],  Ellsworth G
2, Martin, Mia,N/A, [Careers in Cybersecurity],  Ravenscroft S
2, Ramirez, Owen,N/A, [Not Just a nurse],  Davenport W
2, Torres, Riley,N/A, [Being a Chiropractor],  Vance J
2, Adams, Harper,N/A, [Career in Government],  Ormsby M
2, Thompson, Chloe,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
3, Hill, Ava,N/A, [Crime Scene Investigation],  Montgomery C
3, Baker, Alexander,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
3, Martin, William,N/A, [Becoming a Sheriff],  Fairfax R
3, Martinez, Ava,5th, [Being a Pilot],  Galloway J
3, Jones, Carter,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
3, Scott, Noah,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
3, Scott, Joseph,N/A, [The Entertainment Business],  Sinclair J
3, Sanchez, Liam,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
3, Gonzalez, Zoey,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
3, Nguyen, Levi,6th, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Carter, Carter,N/A, [A career in medicine],  Kingsley D
3, Brown, Olivia,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
3, Torres, Chloe,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Nguyen, Mason,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
4, Gonzalez, Scarlett,N/A,N/A, N/A
4, Flores, Sebastian,N/A,N/A, N/A
4, Wright, Benjamin,N/A,N/A, N/A
4, Jackson, Ella,N/A,N/A, N/A
4, Taylor, Mateo,N/A,N/A, N/A
4, Jones, Henry,6th,N/A, N/A
4, Clark, Jack,N/A,N/A, N/A
4, Flores, Camila,7th,N/A, N/A
4, Clark, Elijah,N/A,N/A, N/A
4, Rodriguez, Jack,N/A,N/A, N/A
4, Gonzalez, Wyatt,N/A,N/A, N/A
4, Torres, Emma,N/A,N/A, N/A
4, Perez, Wyatt,N/A,N/A, N/A
4, King, Ava,N/A,N/A, N/A
4, Robinson, Evelyn,N/A,N/A, N/A
4, Carter, Scarlett,N/A,N/A, N/A


SUBJECT,  [Pathways to Success in the Pharmaceutical Industry]
 Kingsley H by  Presenter 18
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Rodriguez, Evelyn,N/A, [The Entertainment Business],  Sinclair J
1, Nelson, Nora,N/A, [Women in Electrical Engineering],  Marlowe B
1, Davis, William,7th, [Exploring IT Careers],  Ellsworth G
1, Taylor, Nora,N/A, [Finanical Literacy for Students],  Yardley A
1, Rivera, Harper,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
1, Campbell, Elijah,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
1, Lopez, Harper,7th, [Exploring IT Careers],  Ellsworth G
1, Martin, Carter,N/A, [Why You need a resume],  Greystone M
1, Gonzalez, Mia,N/A, [Women in Electrical Engineering],  Marlowe B
1, Taylor, Oliver,2nd, [A Career in Construction Management and Project Scheduling],  Montgomery C
1, Anderson, Harper,N/A, [Architecture - designing buildings big & small],  Eversley A
1, Allen, Aria,N/A, [Space Based Intelligence Software],  Haverford G
1, Martin, Camila,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
1, Perez, Wyatt,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
1, King, Ava,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
1, Nelson, Scarlett,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
2, Roberts, William,N/A, [Being a Chiropractor],  Vance J
2, Wilson, Jackson,N/A, [Finanical Literacy for Students],  Yardley A
2, Robinson, Sebastian,N/A, [Why You need a resume],  Greystone M
2, Ramirez, Levi,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
2, Allen, Logan,N/A, [Cybersecurity and hacking],  Whitmore H
2, Davis, Logan,6th, [Exploring IT Careers],  Ellsworth G
2, Flores, Alexander,N/A, [Cybersecurity and hacking],  Whitmore H
2, Brown, Ava,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
2, Moore, Isabella,N/A, [Sparking Innovation & Making an Impact],  Marlowe S
2, Davis, Riley,1st, [Being a Pilot],  Galloway J
2, Gonzalez, Lily,N/A, [Architecture - designing buildings big & small],  Eversley A
2, Scott, Noah,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
2, Ramirez, Charlotte,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
2, Martin, Gianna,N/A, [The Entertainment Business],  Sinclair J
2, White, Sebastian,N/A, [A career in medicine],  Kingsley D
2, Wright, Carter,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
2, Carter, Scarlett,N/A, [Careers in Cybersecurity],  Ravenscroft S
3, Harris, Wyatt,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
3, Gonzalez, Lily,N/A, [Engineering: a career with many changes],  Ravenscroft A
3, Moore, Amelia,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
3, Perez, Camila,N/A, [Being a Chiropractor],  Vance J
3, Moore, Ethan,2nd, [Career & Educational opportunities in the Air Force],  Tennyson C
3, Carter, Camila,N/A, [Being a Pilot],  Galloway J
3, Sanchez, Chloe,2nd, [Finanical Literacy for Students],  Yardley A
3, Wright, Liam,N/A, [Career in the Legal Profession],  Fitzwilliam E
3, Hernandez, Joseph,2nd, [Women in Electrical Engineering],  Marlowe B
3, Adams, Scarlett,N/A, [Electrical Engineering],  Whitmore C
3, Roberts, Ella,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
3, Robinson, Jack,N/A, [(CANCELLED) A career in educational administration],  Ravenscroft S
3, Wright, Logan,N/A, [Architecture - designing buildings big & small],  Eversley A
3, Perez, Ella,N/A, [Crime Scene Investigation],  Montgomery C
3, Carter, Emma,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
3, Harris, Gianna,3rd, [Career in the Legal Profession],  Fitzwilliam E
3, Hall, Aria,6th, [Science behind Police Response to Traffic Crashes],  Blackwood I
3, Smith, Alexander,N/A, [Space Based Intelligence Software],  Haverford G
3, Williams, Mila,N/A, [(CANCELLED) A career in educational administration],  Ravenscroft S
4, Lopez, Zoey,N/A,N/A, N/A
4, Taylor, Logan,N/A,N/A, N/A
4, Hall, Samuel,N/A,N/A, N/A
4, Walker, Gianna,N/A,N/A, N/A
4, Thomas, Oliver,N/A,N/A, N/A
4, Baker, Ella,N/A,N/A, N/A
4, Rivera, Mila,N/A,N/A, N/A
4, Thomas, Layla,1st,N/A, N/A
4, Brown, Elijah,N/A,N/A, N/A
4, Moore, Ethan,N/A,N/A, N/A
4, Flores, William,N/A,N/A, N/A
4, Robinson, Elijah,N/A,N/A, N/A
4, Torres, Riley,N/A,N/A, N/A
4, Perez, Gianna,N/A,N/A, N/A
4, Smith, Lucas,N/A,N/A, N/A
4, Lewis, Samuel,N/A,N/A, N/A


SUBJECT,  [A Career in Construction Management and Project Scheduling]
 Montgomery C by  Presenter 19
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Robinson, Daniel,N/A, [Being a Chiropractor],  Vance J
1, Sanchez, Sebastian,N/A, [Space Based Intelligence Software],  Haverford G
1, Walker, Gianna,N/A, [Personalities & Career Explorations],  Ashford S
1, White, Elijah,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
1, Thomas, Zoey,5th, [Becoming a Melbourne Police Officer],  Abernathy S
1, Davis, Mia,N/A, [Engineering: a career with many changes],  Ravenscroft A
1, Hernandez, Joseph,N/A, [Treating Cancer with Radiation],  Greystone O
1, Johnson, Samuel,2nd, [Being a Pilot],  Galloway J
1, Johnson, William,N/A, [Women in Electrical Engineering],  Marlowe B
1, Roberts, Mila,N/A, [Nursing-the Most Versatile and Rewarding Career],  Quincy B
1, Torres, Elijah,N/A, [Architecture - designing buildings big & small],  Eversley A
1, Robinson, Amelia,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
1, Mitchell, Layla,N/A, [Personalities & Career Explorations],  Ashford S
1, Baker, Scarlett,N/A, [Not Just a nurse],  Davenport W
1, Smith, Henry,N/A, [Planes Trains and Automobiles - Mechanical Engineering in many sectors],  Radcliffe L
1, Wright, Scarlett,2nd, [Firefighter/Paramedic Career and or venue owner],  Langley G
1, Harris, Sophia,2nd, [Engineering: a career with many changes],  Ravenscroft A
1, Young, Ava,N/A, [A career in medicine],  Kingsley D
2, Baker, Alexander,N/A, [Architecture - designing buildings big & small],  Eversley A
2, Harris, Lucas,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
2, Wright, Ella,N/A, [Cybersecurity and hacking],  Whitmore H
2, Thompson, Emma,N/A, [(CANCELLED) A career in educational administration],  Ravenscroft S
2, Moore, Amelia,N/A, [Pathways to Success in the Pharmaceutical Industry],  Kingsley H
2, Lopez, Chloe,N/A, [Engineering: a career with many changes],  Ravenscroft A
2, Green, Sebastian,N/A, [Electrical Engineering],  Whitmore C
2, Flores, William,N/A, [Follow the Money to Stop the Crime],  Beaumont S
2, Robinson, Gianna,6th, [Becoming a Melbourne Police Officer],  Abernathy S
2, White, Ellie,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
2, Lopez, Emma,2nd, [The Role of Local Government in Everyday Living],  Kingsley O
2, Anderson, Evelyn,N/A, [Science behind Police Response to Traffic Crashes],  Blackwood I
2, Walker, Nora,N/A, [Career & Educational opportunities in the Air Force],  Tennyson C
2, Rivera, Joseph,N/A, [Engineering: a career with many changes],  Ravenscroft A
2, Smith, Aria,N/A, [Practicing Now to Be an Author Later],  Rutherford E
2, Taylor, Oliver,N/A, [Electrical Engineering],  Whitmore C
2, Thomas, Ava,4th, [Engineering: a career with many changes],  Ravenscroft A
2, Walker, Layla,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
2, Hall, Mia,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
2, Rivera, Amelia,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
3, Rodriguez, Evelyn,N/A, [Personalities & Career Explorations],  Ashford S
3, Adams, Logan,N/A, [Exploring IT Careers],  Ellsworth G
3, Ramirez, Levi,N/A, [Architecture - designing buildings big & small],  Eversley A
3, Wright, Sebastian,6th, [A career in medicine],  Kingsley D
3, Campbell, Samuel,N/A, [Follow the Money to Stop the Crime],  Beaumont S
3, Baker, Mia,N/A, [Being a Pilot],  Galloway J
3, Gonzalez, Ellie,N/A, [(CANCELLED) A career in educational administration],  Ravenscroft S
3, Green, Mia,3rd, [Follow the Money to Stop the Crime],  Beaumont S
3, Scott, Scarlett,N/A, [What it is like to work with animals at the Brevard Zoo.],  Ainsworth G
3, Anderson, James,N/A, [Personalities & Career Explorations],  Ashford S
3, Hill, Layla,N/A, [Engineering: a career with many changes],  Ravenscroft A
3, Hernandez, Aria,2nd, [Career in Government],  Ormsby M
4, Sanchez, Isabella,N/A,N/A, N/A
4, Rivera, Chloe,N/A,N/A, N/A
4, Rivera, Scarlett,N/A,N/A, N/A
4, Carter, Sophia,4th,N/A, N/A
4, Young, Ethan,N/A,N/A, N/A
4, Moore, Isabella,4th,N/A, N/A
4, Hernandez, Mateo,N/A,N/A, N/A
4, Anderson, Chloe,N/A,N/A, N/A
4, Nguyen, Aiden,N/A,N/A, N/A
4, Miller, Oliver,N/A,N/A, N/A
4, Lee, Owen,N/A,N/A, N/A
4, Harris, Luna,N/A,N/A, N/A
4, White, Benjamin,N/A,N/A, N/A
4, Carter, Elijah,N/A,N/A, N/A
4, Flores, Lucas,7th,N/A, N/A
4, Garcia, Jack,6th,N/A, N/A
4, Hill, Amelia,N/A,N/A, N/A
4, Scott, Lucas,1st,N/A, N/A
4, Hill, Henry,N/A,N/A, N/A


SUBJECT,  [Becoming a Sheriff]
 Fairfax R by  Presenter 20
PERIOD, STUDENT LAST, STUDENT FIRST, SELECTION_LEVEL, FOLLOWING_SESSION, FOLLOWING_SESS_TEADCHER
1, Jackson, Henry,N/A, [Careers in Chemistry at Kennedy Space Center],  Ingram O
1, Lee, Wyatt,N/A, [Engineering: a career with many changes],  Ravenscroft A
1, Torres, Mila,N/A, [Becoming a Melbourne Police Officer],  Abernathy S
1, King, Isabella,6th, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
1, Campbell, Henry,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
1, Baker, Sophia,N/A, [Why Everyone Needs A Good Lawyer and How to Become One],  Wainwright J
1, Anderson, Riley,N/A, [Crime Scene Investigation],  Montgomery C
1, Harris, Lucas,N/A, [Finanical Literacy for Students],  Yardley A
1, Lopez, Amelia,7th, [Becoming a Melbourne Police Officer],  Abernathy S
1, Harris, Charlotte,N/A, [(CANCELLED) A career in educational administration],  Ravenscroft S
1, Nguyen, Aiden,3rd, [Architecture - designing buildings big & small],  Eversley A
1, Scott, Aiden,N/A, [The Role of Local Government in Everyday Living],  Kingsley O
1, Perez, Liam,N/A, [Women in Electrical Engineering],  Marlowe B
1, Walker, Layla,N/A, [A Career in Construction Management and Project Scheduling],  Montgomery C
1, Carter, Riley,2nd, [Becoming a Melbourne Police Officer],  Abernathy S
1, Williams, Mila,N/A, [Careers in Wildlife-Natural Resources and Citizen Protection],  Underwood M
1, Mitchell, Olivia,N/A, [Career in the Legal Profession],  Fitzwilliam E
2, Nguyen, Harper,N/A, [Career in the Legal Profession],  Fitzwilliam E
2, Rivera, Mila,5th, [Firefighter/Paramedic Career and or venue owner],  Langley G
2, Allen, Alexander,N/A, [Firefighter/Paramedic Career and or venue owner],  Langley G
2, Torres, Ella,N/A, [Not Just a nurse],  Davenport W
2, Taylor, Charlotte,N/A, [Personalities & Career Explorations],  Ashford S
2, Scott, Logan,N/A, [Architecture – design of buildings and places and the teams that make it happen],  Montgomery O
